F	X	Y	Z	W	P	R
3.075	-35.944	-44.603	0.977	-1.52136	1.22596	0
3.07	-34.335	-45.867	0.977	-1.56448	1.17108	0
3.063	-32.684	-47.073	0.978	-1.60562	1.11474	0
3.057	-30.988	-48.219	0.978	-1.64472	1.0569	0
3.05	-29.254	-49.305	0.978	-1.68175	0.99775	0
3.046	-27.48	-50.327	0.979	-1.71665	0.93725	0
3.042	-25.672	-51.286	0.979	-1.74935	0.87556	0
3.041	-23.829	-52.18	0.98	-1.77988	0.81272	0
3.04	-21.956	-53.008	0.98	-1.8081	0.74884	0
3.042	-20.055	-53.768	0.98	-1.83404	0.68398	0
3.044	-18.126	-54.461	0.981	-1.85769	0.6182	0
3.046	-16.174	-55.083	0.981	-1.87894	0.55163	0
3.05	-14.2	-55.636	0.982	-1.89781	0.4843	0
3.053	-12.208	-56.119	0.982	-1.91429	0.41636	0
3.054	-10.199	-56.53	0.982	-1.92831	0.34783	0
3.056	-8.177	-56.87	0.983	-1.93991	0.27887	0
3.057	-6.142	-57.137	0.983	-1.949	0.20949	0
3.058	-4.1	-57.331	0.984	-1.95562	0.13984	0
3.058	-2.051	-57.452	0.984	-1.95977	0.06996	0
3.057	0	-57.5	0.984	-1.9614	0	0
3.053	2.052	-57.474	0.985	-1.96052	-0.06999	0
3.049	4.104	-57.376	0.985	-1.95718	-0.13996	0
3.044	6.15	-57.204	0.985	-1.95131	-0.20974	0
3.038	8.19	-56.959	0.986	-1.94295	-0.27931	0
3.032	10.219	-56.643	0.986	-1.93214	-0.34852	0
3.026	12.237	-56.252	0.987	-1.91882	-0.41735	0
3.019	14.24	-55.791	0.987	-1.9031	-0.48565	0
3.011	16.226	-55.258	0.987	-1.8849	-0.55338	0
3.004	18.191	-54.654	0.988	-1.86429	-0.6204	0
2.998	20.134	-53.981	0.988	-1.84133	-0.68669	0
2.992	22.052	-53.239	0.989	-1.81599	-0.7521	0
2.988	23.942	-52.428	0.989	-1.78832	-0.81658	0
2.985	25.804	-51.55	0.989	-1.75838	-0.88008	0
2.985	27.633	-50.606	0.99	-1.72617	-0.94245	0
2.985	29.427	-49.597	0.99	-1.69173	-1.00366	0
2.987	31.185	-48.525	0.991	-1.65517	-1.06361	0
2.988	32.904	-47.39	0.991	-1.61644	-1.12225	0
2.991	34.581	-46.195	0.991	-1.57567	-1.17946	0
2.991	36.215	-44.94	0.992	-1.53284	-1.2352	0
2.991	37.803	-43.627	0.992	-1.48806	-1.28937	0
2.99	39.345	-42.259	0.992	-1.44136	-1.34196	0
2.987	40.835	-40.835	0.993	-1.39281	-1.39281	0
2.985	42.275	-39.36	0.993	-1.34247	-1.44191	0
2.983	43.662	-37.833	0.994	-1.2904	-1.48924	0
2.978	44.993	-36.258	0.994	-1.23666	-1.53465	0
2.973	46.267	-34.635	0.994	-1.1813	-1.57813	0
2.967	47.484	-32.969	0.995	-1.12446	-1.61963	0
2.961	48.64	-31.259	0.995	-1.06612	-1.65907	0
2.956	49.735	-29.509	0.996	-1.00645	-1.69643	0
2.951	50.766	-27.72	0.996	-0.94542	-1.73162	0
2.948	51.733	-25.896	0.996	-0.8832	-1.7646	0
2.946	52.635	-24.037	0.997	-0.81981	-1.7954	0
2.946	53.47	-22.148	0.997	-0.75536	-1.82387	0
2.947	54.236	-20.23	0.998	-0.68994	-1.85002	0
2.949	54.935	-18.284	0.998	-0.62358	-1.87388	0
2.952	55.563	-16.315	0.998	-0.55643	-1.89531	0
2.955	56.121	-14.324	0.999	-0.48851	-1.91434	0
2.958	56.608	-12.315	0.999	-0.41999	-1.93096	0
2.959	57.022	-10.288	1	-0.35086	-1.9451	0
2.961	57.365	-8.248	1	-0.2813	-1.9568	0
2.962	57.634	-6.196	1	-0.21131	-1.96597	0
2.963	57.829	-4.136	1.001	-0.14106	-1.97264	0
2.963	57.952	-2.069	1.001	-0.07057	-1.97683	0
2.962	58	0	1.001	0	-1.97846	0
2.862	57.976	2.002	1.002	0.06829	-1.97766	0
2.858	57.884	4.003	1.002	0.13652	-1.97449	0
2.854	57.722	6	1.003	0.20462	-1.96898	0
2.849	57.491	7.99	1.003	0.27249	-1.96111	0
2.843	57.192	9.971	1.003	0.34007	-1.9509	0
2.838	56.825	11.942	1.004	0.40727	-1.93836	0
2.832	56.389	13.899	1.004	0.47401	-1.9235	0
2.825	55.887	15.84	1.005	0.54021	-1.90635	0
2.818	55.317	17.763	1.005	0.6058	-1.88691	0
2.812	54.681	19.665	1.005	0.67068	-1.86522	0
2.807	53.98	21.545	1.006	0.73479	-1.8413	0
2.802	53.215	23.399	1.006	0.79806	-1.81517	0
2.799	52.385	25.227	1.006	0.86039	-1.78687	0
2.797	51.493	27.025	1.007	0.92173	-1.75642	0
2.797	50.539	28.792	1.007	0.98199	-1.72388	0
2.799	49.525	30.525	1.008	1.0411	-1.68926	0
2.801	48.451	32.222	1.008	1.09899	-1.65262	0
2.802	47.318	33.882	1.008	1.1556	-1.61399	0
2.803	46.13	35.501	1.009	1.21085	-1.57343	0
2.803	44.885	37.079	1.009	1.26469	-1.53097	0
2.803	43.587	38.614	1.009	1.31703	-1.48668	0
2.803	42.236	40.103	1.01	1.36783	-1.4406	0
2.8	40.834	41.545	1.01	1.41704	-1.39276	0
2.798	39.383	42.938	1.011	1.46455	-1.34326	0
2.796	37.884	44.28	1.011	1.51034	-1.29215	0
2.791	36.34	45.57	1.011	1.55434	-1.23947	0
2.786	34.752	46.806	1.012	1.59651	-1.1853	0
2.782	33.122	47.987	1.012	1.63679	-1.1297	0
2.776	31.452	49.111	1.013	1.67514	-1.07273	0
2.771	29.744	50.176	1.013	1.7115	-1.01446	0
2.767	28	51.183	1.013	1.74584	-0.95497	0
2.764	26.221	52.129	1.014	1.77811	-0.89431	0
2.762	24.411	53.013	1.014	1.80828	-0.83256	0
2.762	22.571	53.834	1.014	1.83629	-0.7698	0
2.763	20.703	54.591	1.015	1.86213	-0.7061	0
2.765	18.81	55.283	1.015	1.88576	-0.64153	0
2.768	16.894	55.91	1.016	1.90715	-0.57618	0
2.77	14.957	56.471	1.016	1.92628	-0.51011	0
2.773	13.002	56.964	1.016	1.94311	-0.44342	0
2.774	11.03	57.39	1.017	1.95764	-0.37617	0
2.776	9.044	57.747	1.017	1.96983	-0.30844	0
2.777	7.047	58.036	1.018	1.97968	-0.24033	0
2.778	5.04	58.255	1.018	1.98718	-0.1719	0
2.778	3.027	58.406	1.018	1.9923	-0.10324	0
2.777	1.01	58.486	1.019	1.99506	-0.03443	0
2.775	-1.01	58.496	1.019	1.9954	0.03444	0
2.772	-3.029	58.438	1.019	1.99339	0.1033	0
2.769	-5.045	58.309	1.02	1.98901	0.17206	0
2.764	-7.056	58.111	1.02	1.98226	0.24064	0
2.759	-9.059	57.844	1.021	1.97313	0.30896	0
2.754	-11.052	57.508	1.021	1.96166	0.37694	0
2.749	-13.033	57.103	1.021	1.94784	0.44449	0
2.743	-14.999	56.629	1.022	1.93169	0.51155	0
2.737	-16.948	56.088	1.022	1.91323	0.57801	0
2.731	-18.877	55.48	1.022	1.89248	0.64382	0
2.725	-20.785	54.806	1.023	1.86947	0.70888	0
2.721	-22.668	54.066	1.023	1.84422	0.77312	0
2.717	-24.526	53.261	1.024	1.81677	0.83647	0
2.715	-26.354	52.393	1.024	1.78714	0.89884	0
2.714	-28.152	51.462	1.024	1.75536	0.96017	0
2.715	-29.917	50.469	1.025	1.72148	1.02038	0
2.716	-31.648	49.416	1.025	1.68554	1.07939	0
2.717	-33.341	48.303	1.026	1.64758	1.13714	0
2.718	-34.994	47.132	1.026	1.60763	1.19356	0
2.72	-36.607	45.905	1.026	1.56576	1.24858	0
2.72	-38.177	44.622	1.027	1.522	1.30212	0
2.719	-39.702	43.286	1.027	1.47642	1.35414	0
2.718	-41.18	41.898	1.027	1.42905	1.40457	0
2.716	-42.61	40.458	1.028	1.37995	1.45336	0
2.714	-43.99	38.971	1.028	1.3292	1.50042	0
2.71	-45.317	37.436	1.029	1.27685	1.5457	0
2.706	-46.591	35.856	1.029	1.22296	1.58916	0
2.702	-47.81	34.233	1.029	1.1676	1.63075	0
2.696	-48.972	32.569	1.03	1.11082	1.6704	0
2.691	-50.076	30.865	1.03	1.0527	1.70808	0
2.686	-51.121	29.124	1.031	0.9933	1.74374	0
2.683	-52.106	27.347	1.031	0.93269	1.77733	0
2.681	-53.028	25.537	1.031	0.87096	1.80882	0
2.681	-53.888	23.696	1.032	0.80816	1.83816	0
2.682	-54.684	21.826	1.032	0.74438	1.86532	0
2.684	-55.415	19.929	1.032	0.67968	1.89027	0
2.687	-56.081	18.008	1.033	0.61416	1.91297	0
2.689	-56.679	16.064	1.033	0.54788	1.9334	0
2.691	-57.211	14.101	1.034	0.48092	1.95153	0
2.693	-57.674	12.12	1.034	0.41336	1.96734	0
2.695	-58.069	10.124	1.034	0.34529	1.98082	0
2.696	-58.395	8.115	1.035	0.27677	1.99193	0
2.697	-58.651	6.096	1.035	0.20791	2.00068	0
2.698	-58.837	4.069	1.036	0.13877	2.00704	0
2.697	-58.954	2.036	1.036	0.06944	2.01101	0
2.696	-59	0	1.036	0	2.01259	0
2.694	-58.976	-2.037	1.037	-0.06946	2.01176	0
2.691	-58.881	-4.072	1.037	-0.13887	2.00854	0
2.687	-58.717	-6.103	1.037	-0.20814	2.00292	0
2.682	-58.482	-8.128	1.038	-0.27719	1.99491	0
2.678	-58.177	-10.143	1.038	-0.34593	1.98452	0
2.673	-57.803	-12.147	1.039	-0.41429	1.97175	0
2.667	-57.36	-14.138	1.039	-0.48217	1.95663	0
2.662	-56.849	-16.112	1.039	-0.54951	1.93918	0
2.656	-56.269	-18.068	1.04	-0.61622	1.9194	0
2.65	-55.622	-20.003	1.04	-0.68222	1.89733	0
2.645	-54.909	-21.915	1.041	-0.74744	1.87299	0
2.64	-54.13	-23.802	1.041	-0.81179	1.8464	0
2.637	-53.286	-25.661	1.041	-0.87519	1.81761	0
2.635	-52.378	-27.49	1.042	-0.93758	1.78664	0
2.635	-51.408	-29.287	1.042	-0.99887	1.75352	0
2.636	-50.376	-31.05	1.043	-1.059	1.71831	0
2.637	-49.283	-32.776	1.043	-1.11788	1.68103	0
2.639	-48.132	-34.464	1.043	-1.17546	1.64173	0
2.64	-46.922	-36.111	1.044	-1.23166	1.60047	0
2.641	-45.656	-37.716	1.044	-1.28641	1.55728	0
2.641	-44.335	-39.277	1.044	-1.33965	1.51222	0
2.64	-42.961	-40.792	1.045	-1.39132	1.46534	0
2.639	-41.535	-42.259	1.045	-1.44137	1.41667	0
2.637	-40.059	-43.675	1.046	-1.48969	1.36632	0
2.633	-38.535	-45.04	1.046	-1.53626	1.31432	0
2.629	-36.964	-46.352	1.046	-1.58102	1.26074	0
2.625	-35.349	-47.609	1.047	-1.6239	1.20564	0
2.62	-33.69	-48.81	1.047	-1.66487	1.14908	0
2.616	-31.992	-49.953	1.048	-1.70387	1.09113	0
2.611	-30.254	-51.037	1.048	-1.74086	1.03186	0
2.608	-28.48	-52.06	1.048	-1.77578	0.97134	0
2.605	-26.671	-53.022	1.049	-1.8086	0.90963	0
2.604	-24.829	-53.921	1.049	-1.83927	0.84683	0
2.604	-22.958	-54.756	1.05	-1.86776	0.78299	0
2.606	-21.058	-55.526	1.05	-1.89404	0.71819	0
2.608	-19.132	-56.23	1.05	-1.91807	0.65252	0
2.61	-17.183	-56.868	1.051	-1.93982	0.58604	0
2.613	-15.213	-57.437	1.051	-1.95926	0.51885	0
2.615	-13.224	-57.939	1.051	-1.97638	0.45101	0
2.617	-11.218	-58.372	1.052	-1.99115	0.3826	0
2.618	-9.199	-58.735	1.052	-2.00355	0.31372	0
2.619	-7.167	-59.028	1.053	-2.01356	0.24444	0
2.619	-5.127	-59.252	1.053	-2.02117	0.17484	0
2.619	-3.079	-59.404	1.053	-2.02638	0.10501	0
2.619	-1.027	-59.486	1.054	-2.02918	0.03502	0
2.617	1.027	-59.496	1.054	-2.02952	-0.03503	0
2.614	3.081	-59.436	1.055	-2.02747	-0.10506	0
2.611	5.131	-59.305	1.055	-2.02301	-0.175	0
2.607	7.176	-59.104	1.055	-2.01613	-0.24475	0
2.603	9.214	-58.832	1.056	-2.00685	-0.31424	0
2.599	11.241	-58.49	1.056	-1.99517	-0.38338	0
2.594	13.256	-58.077	1.056	-1.98111	-0.45208	0
2.589	15.255	-57.596	1.057	-1.96467	-0.52028	0
2.583	17.237	-57.046	1.057	-1.94589	-0.58788	0
2.577	19.199	-56.427	1.058	-1.92479	-0.6548	0
2.572	21.14	-55.741	1.058	-1.90138	-0.72098	0
2.567	23.055	-54.988	1.058	-1.87569	-0.78631	0
2.564	24.944	-54.17	1.059	-1.84776	-0.85074	0
2.561	26.804	-53.286	1.059	-1.81762	-0.91417	0
2.561	28.632	-52.339	1.06	-1.7853	-0.97654	0
2.561	30.427	-51.329	1.06	-1.75083	-1.03777	0
2.562	32.187	-50.258	1.06	-1.71427	-1.09779	0
2.564	33.909	-49.126	1.061	-1.67566	-1.15652	0
2.565	35.591	-47.935	1.061	-1.63503	-1.21389	0
2.566	37.231	-46.687	1.062	-1.59243	-1.26984	0
2.566	38.827	-45.382	1.062	-1.54793	-1.3243	0
2.567	40.378	-44.023	1.062	-1.50156	-1.3772	0
2.566	41.881	-42.611	1.063	-1.45339	-1.42848	0
2.563	43.335	-41.147	1.063	-1.40344	-1.4781	0
2.561	44.738	-39.634	1.064	-1.35182	-1.52596	0
2.558	46.088	-38.073	1.064	-1.29858	-1.57201	0
2.553	47.383	-36.466	1.064	-1.24377	-1.6162	0
2.549	48.623	-34.816	1.065	-1.18746	-1.65849	0
2.544	49.804	-33.123	1.065	-1.12971	-1.69881	0
2.54	50.927	-31.39	1.065	-1.07059	-1.73713	0
2.536	51.99	-29.619	1.066	-1.01018	-1.77339	0
2.534	52.991	-27.812	1.066	-0.94855	-1.80754	0
2.533	53.929	-25.971	1.067	-0.88576	-1.83956	0
2.533	54.804	-24.098	1.067	-0.82189	-1.86939	0
2.533	55.613	-22.196	1.067	-0.75702	-1.89701	0
2.535	56.356	-20.267	1.068	-0.69123	-1.92238	0
2.538	57.033	-18.313	1.068	-0.62459	-1.94546	0
2.54	57.642	-16.337	1.069	-0.55718	-1.96623	0
2.542	58.182	-14.34	1.069	-0.48908	-1.98467	0
2.544	58.653	-12.326	1.069	-0.42037	-2.00074	0
2.545	59.054	-10.296	1.07	-0.35114	-2.01444	0
2.546	59.385	-8.253	1.07	-0.28147	-2.02573	0
2.547	59.646	-6.2	1.071	-0.21143	-2.03462	0
2.547	59.835	-4.138	1.071	-0.14112	-2.04109	0
2.548	59.953	-2.071	1.071	-0.07062	-2.04512	0
2.547	60	0	1.072	0	-2.04671	0
2.463	59.977	2.005	1.072	0.06839	-2.04594	0
2.461	59.887	4.009	1.073	0.13673	-2.04286	0
2.457	59.73	6.009	1.073	0.20494	-2.03752	0
2.454	59.507	8.003	1.073	0.27295	-2.0299	0
2.45	59.217	9.988	1.074	0.34064	-2.01998	0
2.446	58.86	11.964	1.074	0.40802	-2.00783	0
2.442	58.438	13.926	1.074	0.47495	-1.99339	0
2.437	57.95	15.874	1.075	0.54139	-1.97676	0
2.432	57.398	17.805	1.075	0.60724	-1.95791	0
2.427	56.78	19.716	1.076	0.67243	-1.93684	0
2.422	56.1	21.607	1.076	0.73691	-1.91362	0
2.417	55.357	23.474	1.076	0.80058	-1.88826	0
2.414	54.55	25.315	1.077	0.86338	-1.86075	0
2.412	53.684	27.128	1.077	0.92524	-1.83118	0
2.411	52.758	28.911	1.077	0.98606	-1.79957	0
2.411	51.771	30.663	1.078	1.04582	-1.76589	0
2.412	50.726	32.382	1.078	1.10445	-1.73026	0
2.413	49.624	34.065	1.079	1.16185	-1.69265	0
2.415	48.467	35.711	1.079	1.21799	-1.65317	0
2.415	47.255	37.317	1.079	1.27279	-1.61183	0
2.417	45.989	38.882	1.08	1.32617	-1.56864	0
2.416	44.672	40.404	1.08	1.37811	-1.52372	0
2.416	43.305	41.882	1.081	1.42853	-1.47707	0
2.415	41.889	43.312	1.081	1.47732	-1.42876	0
2.412	40.426	44.696	1.081	1.52453	-1.37884	0
2.409	38.917	46.031	1.082	1.57005	-1.32736	0
2.406	37.363	47.313	1.082	1.61381	-1.27436	0
2.402	35.768	48.544	1.082	1.65581	-1.21993	0
2.398	34.132	49.721	1.083	1.69597	-1.16413	0
2.394	32.456	50.843	1.083	1.73423	-1.10698	0
2.39	30.745	51.908	1.084	1.77059	-1.0486	0
2.387	28.998	52.915	1.084	1.80496	-0.98901	0
2.385	27.219	53.864	1.084	1.83733	-0.92835	0
2.385	25.409	54.754	1.085	1.86768	-0.86659	0
2.386	23.569	55.581	1.085	1.89593	-0.80383	0
2.387	21.702	56.348	1.086	1.92209	-0.74017	0
2.389	19.811	57.052	1.086	1.94612	-0.67566	0
2.391	17.896	57.692	1.086	1.96795	-0.61035	0
2.394	15.961	58.268	1.087	1.98762	-0.54436	0
2.396	14.008	58.78	1.087	2.00508	-0.47773	0
2.397	12.038	59.225	1.087	2.02027	-0.41054	0
2.398	10.054	59.605	1.088	2.03324	-0.34288	0
2.399	8.059	59.918	1.088	2.0439	-0.27484	0
2.399	6.053	60.164	1.089	2.05232	-0.20643	0
2.4	4.04	60.344	1.089	2.05845	-0.13778	0
2.4	2.021	60.455	1.089	2.06225	-0.06894	0
2.399	0	60.5	1.09	2.06378	0	0
2.397	-2.022	60.477	1.09	2.063	0.06896	0
2.395	-4.043	60.386	1.09	2.05988	0.13787	0
2.391	-6.059	60.228	1.091	2.05449	0.20665	0
2.388	-8.07	60.003	1.091	2.04681	0.27523	0
2.384	-10.071	59.71	1.092	2.0368	0.34348	0
2.381	-12.063	59.35	1.092	2.02455	0.41141	0
2.377	-14.042	58.924	1.092	2.00999	0.4789	0
2.372	-16.006	58.432	1.093	1.99322	0.54589	0
2.367	-17.953	57.875	1.093	1.97421	0.61229	0
2.362	-19.88	57.253	1.094	1.95296	0.67803	0
2.358	-21.786	56.567	1.094	1.92955	0.74304	0
2.353	-23.669	55.817	1.094	1.90397	0.80724	0
2.35	-25.525	55.004	1.095	1.87623	0.87055	0
2.348	-27.354	54.13	1.095	1.84641	0.93293	0
2.346	-29.152	53.196	1.095	1.81453	0.99426	0
2.346	-30.918	52.201	1.096	1.78057	1.05451	0
2.347	-32.651	51.148	1.096	1.74464	1.11363	0
2.349	-34.348	50.036	1.097	1.70672	1.1715	0
2.35	-36.007	48.869	1.097	1.66691	1.22811	0
2.351	-37.627	47.647	1.097	1.62522	1.28336	0
2.352	-39.205	46.371	1.098	1.58167	1.33718	0
2.352	-40.74	45.043	1.098	1.53637	1.38955	0
2.352	-42.23	43.665	1.099	1.48933	1.44038	0
2.351	-43.672	42.237	1.099	1.44062	1.48958	0
2.348	-45.067	40.761	1.099	1.39028	1.53718	0
2.345	-46.412	39.24	1.1	1.33837	1.58308	0
2.342	-47.706	37.673	1.1	1.28493	1.6272	0
2.338	-48.947	36.064	1.1	1.23005	1.66954	0
2.334	-50.134	34.415	1.101	1.17378	1.71004	0
2.33	-51.264	32.725	1.101	1.11616	1.74861	0
2.327	-52.338	31	1.102	1.05729	1.78527	0
2.324	-53.354	29.238	1.102	0.99721	1.81992	0
2.323	-54.31	27.445	1.102	0.93604	1.85256	0
2.323	-55.207	25.619	1.103	0.87377	1.88316	0
2.323	-56.042	23.764	1.103	0.81049	1.91164	0
2.325	-56.815	21.882	1.104	0.7463	1.93802	0
2.327	-57.525	19.975	1.104	0.68125	1.96224	0
2.329	-58.17	18.044	1.104	0.61541	1.98425	0
2.331	-58.751	16.093	1.105	0.54886	2.00408	0
2.333	-59.266	14.124	1.105	0.48169	2.02168	0
2.334	-59.715	12.137	1.105	0.41394	2.03699	0
2.335	-60.098	10.137	1.106	0.34571	2.05006	0
2.336	-60.413	8.125	1.106	0.27711	2.06081	0
2.337	-60.662	6.103	1.107	0.20814	2.0693	0
2.337	-60.843	4.073	1.107	0.13891	2.07548	0
2.337	-60.955	2.038	1.107	0.06951	2.0793	0
2.336	-61	0	1.108	0	2.08084	0
2.335	-60.977	-2.039	1.108	-0.06953	2.08005	0
2.332	-60.885	-4.076	1.109	-0.13901	2.07691	0
2.329	-60.725	-6.109	1.109	-0.20836	2.07147	0
2.326	-60.498	-8.137	1.109	-0.2775	2.06372	0
2.322	-60.203	-10.154	1.11	-0.34631	2.05363	0
2.318	-59.84	-12.163	1.11	-0.41481	2.04127	0
2.315	-59.41	-14.158	1.11	-0.48286	2.02659	0
2.31	-58.915	-16.138	1.111	-0.5504	2.00967	0
2.306	-58.353	-18.101	1.111	-0.61735	1.99051	0
2.301	-57.725	-20.044	1.112	-0.68362	1.96907	0
2.297	-57.033	-21.966	1.112	-0.74917	1.94547	0
2.293	-56.277	-23.864	1.112	-0.8139	1.91968	0
2.29	-55.458	-25.735	1.113	-0.87773	1.8917	0
2.287	-54.576	-27.579	1.113	-0.94062	1.86164	0
2.286	-53.634	-29.392	1.114	-1.00245	1.82949	0
2.286	-52.631	-31.173	1.114	-1.0632	1.79525	0
2.286	-51.569	-32.92	1.114	-1.1228	1.75902	0
2.288	-50.448	-34.631	1.115	-1.18115	1.72078	0
2.289	-49.272	-36.304	1.115	-1.23822	1.68064	0
2.291	-48.04	-37.937	1.116	-1.29393	1.6386	0
2.291	-46.753	-39.527	1.116	-1.34819	1.5947	0
2.291	-45.414	-41.075	1.116	-1.40099	1.54902	0
2.291	-44.024	-42.577	1.117	-1.45224	1.50159	0
2.29	-42.584	-44.031	1.117	-1.50184	1.45248	0
2.288	-41.097	-45.438	1.117	-1.54983	1.40172	0
2.285	-39.562	-46.794	1.118	-1.5961	1.34938	0
2.282	-37.983	-48.098	1.118	-1.64059	1.2955	0
2.278	-36.361	-49.349	1.119	-1.68328	1.24017	0
2.274	-34.698	-50.546	1.119	-1.7241	1.18343	0
2.27	-32.994	-51.685	1.119	-1.76299	1.12534	0
2.267	-31.255	-52.769	1.12	-1.79995	1.06599	0
2.265	-29.479	-53.792	1.12	-1.83488	1.00541	0
2.264	-27.67	-54.757	1.121	-1.86779	0.94373	0
2.264	-25.83	-55.661	1.121	-1.89864	0.88095	0
2.265	-23.959	-56.502	1.121	-1.92734	0.81715	0
2.266	-22.062	-57.281	1.122	-1.95394	0.75243	0
2.268	-20.139	-57.997	1.122	-1.97836	0.68684	0
2.27	-18.192	-58.647	1.123	-2.00055	0.62046	0
2.272	-16.225	-59.233	1.123	-2.02054	0.55337	0
2.273	-14.24	-59.753	1.123	-2.03827	0.48564	0
2.275	-12.237	-60.205	1.124	-2.05371	0.41734	0
2.276	-10.22	-60.591	1.124	-2.06689	0.34855	0
2.276	-8.192	-60.909	1.124	-2.07772	0.27938	0
2.277	-6.153	-61.159	1.125	-2.08628	0.20985	0
2.278	-4.107	-61.342	1.125	-2.0925	0.14005	0
2.278	-2.055	-61.455	1.126	-2.09636	0.07008	0
2.277	0	-61.5	1.126	-2.0979	0	0
2.275	2.056	-61.477	1.126	-2.09711	-0.0701	0
2.273	4.109	-61.384	1.127	-2.09393	-0.14015	0
2.27	6.159	-61.223	1.127	-2.08845	-0.21007	0
2.267	8.203	-60.994	1.128	-2.08063	-0.27977	0
2.263	10.238	-60.696	1.128	-2.07045	-0.34915	0
2.26	12.262	-60.33	1.128	-2.05799	-0.41821	0
2.256	14.274	-59.897	1.129	-2.04319	-0.48681	0
2.252	16.27	-59.397	1.129	-2.02613	-0.5549	0
2.248	18.249	-58.831	1.13	-2.0068	-0.6224	0
2.243	20.208	-58.197	1.13	-1.98519	-0.68922	0
2.239	22.146	-57.5	1.13	-1.96139	-0.7553	0
2.236	24.059	-56.738	1.131	-1.93539	-0.82056	0
2.232	25.946	-55.911	1.131	-1.90718	-0.88491	0
2.23	27.805	-55.023	1.132	-1.87686	-0.94832	0
2.228	29.632	-54.073	1.132	-1.84446	-1.01065	0
2.228	31.428	-53.061	1.132	-1.80993	-1.0719	0
2.229	33.189	-51.991	1.133	-1.7734	-1.13198	0
2.23	34.914	-50.861	1.133	-1.73485	-1.19081	0
2.231	36.6	-49.674	1.133	-1.69437	-1.24834	0
2.233	38.247	-48.432	1.134	-1.65199	-1.3045	0
2.234	39.85	-47.135	1.134	-1.60772	-1.35921	0
2.234	41.41	-45.785	1.135	-1.56167	-1.41243	0
2.234	42.925	-44.383	1.135	-1.51386	-1.4641	0
2.233	44.391	-42.932	1.135	-1.46434	-1.5141	0
2.231	45.809	-41.432	1.136	-1.41317	-1.56248	0
2.228	47.176	-39.885	1.136	-1.3604	-1.60913	0
2.224	48.49	-38.293	1.137	-1.30607	-1.65397	0
2.22	49.752	-36.657	1.137	-1.25028	-1.69701	0
2.217	50.958	-34.981	1.137	-1.19308	-1.73817	0
2.213	52.107	-33.264	1.138	-1.13451	-1.77737	0
2.211	53.199	-31.509	1.138	-1.07468	-1.81463	0
2.209	54.231	-29.719	1.139	-1.0136	-1.84984	0
2.208	55.203	-27.896	1.139	-0.95142	-1.88301	0
2.208	56.114	-26.04	1.139	-0.88813	-1.91411	0
2.209	56.962	-24.154	1.14	-0.82381	-1.94305	0
2.21	57.748	-22.241	1.14	-0.75856	-1.96986	0
2.212	58.469	-20.303	1.141	-0.69244	-1.99448	0
2.214	59.125	-18.341	1.141	-0.62551	-2.01684	0
2.215	59.715	-16.358	1.141	-0.55788	-2.03699	0
2.217	60.239	-14.355	1.142	-0.48959	-2.05487	0
2.218	60.695	-12.336	1.142	-0.42073	-2.07043	0
2.219	61.084	-10.303	1.142	-0.35139	-2.08371	0
2.22	61.404	-8.259	1.143	-0.28165	-2.09463	0
2.22	61.657	-6.203	1.143	-0.21155	-2.10325	0
2.221	61.841	-4.14	1.144	-0.14119	-2.10953	0
2.221	61.954	-2.071	1.144	-0.07065	-2.11341	0
2.22	62	0	1.144	0	-2.11497	0
2.139	61.978	1.998	1.145	0.06813	-2.11421	0
2.137	61.892	3.994	1.145	0.1362	-2.11129	0
2.135	61.741	5.986	1.146	0.20416	-2.10614	0
2.132	61.526	7.975	1.146	0.27197	-2.0988	0
2.129	61.247	9.954	1.146	0.33948	-2.08928	0
2.126	60.906	11.924	1.147	0.40666	-2.07762	0
2.123	60.5	13.882	1.147	0.47344	-2.06377	0
2.119	60.031	15.826	1.147	0.53975	-2.04777	0
2.115	59.5	17.755	1.148	0.60552	-2.02963	0
2.112	58.907	19.667	1.148	0.67073	-2.00941	0
2.107	58.252	21.557	1.149	0.73523	-1.98706	0
2.104	57.537	23.426	1.149	0.79898	-1.96265	0
2.101	56.761	25.272	1.149	0.86192	-1.93619	0
2.098	55.928	27.092	1.15	0.924	-1.90775	0
2.097	55.035	28.884	1.15	0.98513	-1.87728	0
2.096	54.084	30.647	1.151	1.04526	-1.84485	0
2.096	53.077	32.379	1.151	1.10435	-1.81048	0
2.097	52.016	34.078	1.151	1.16231	-1.77426	0
2.098	50.899	35.742	1.152	1.21906	-1.73616	0
2.099	49.729	37.369	1.152	1.27456	-1.69625	0
2.1	48.508	38.958	1.152	1.32876	-1.65456	0
2.101	47.236	40.507	1.153	1.38163	-1.61117	0
2.102	45.913	42.016	1.153	1.43308	-1.56604	0
2.101	44.543	43.48	1.154	1.48303	-1.5193	0
2.1	43.126	44.899	1.154	1.53146	-1.47096	0
2.098	41.665	46.273	1.154	1.57834	-1.42111	0
2.095	40.159	47.599	1.155	1.62357	-1.36974	0
2.092	38.611	48.876	1.155	1.66713	-1.31693	0
2.089	37.022	50.102	1.155	1.70898	-1.26274	0
2.086	35.395	51.279	1.156	1.74911	-1.20721	0
2.083	33.73	52.401	1.156	1.7874	-1.15042	0
2.08	32.029	53.469	1.157	1.82384	-1.09242	0
2.078	30.295	54.481	1.157	1.85839	-1.03327	0
